subyekt;nomer regiona;y1;y2;y3;y4;y5;y;god;x1
Ryazanskaya oblast;12;43.48;0.9;45047;45165;45011;14139.65;2022;14519
Smolenskaya oblast;13;46.8;0.3;0.8;45132;45042;15408.85;2022;14519
Tambovskaya oblast;14;35.7;0.6;0.7;34;29;14121.22;2022;14519
Tverskaya oblast;15;39.71;45170;44959;32.8;45069;17434.93;2022;14519
Tulskaya oblast;16;38.64;0.6;44958;33.7;45194;17691.55;2022;14519
Yaroslavskaya oblast;17;34.7;44928;45139;31.4;44956;17300.94;2022;14519
g. Moskva;18;45064;44988;45017;52.2;44951;55284.03;2022;14519
Respublika Kareliya;19;38.2;45017;44928;45077;45164;18224.95;2022;14519
Respublika Komi;20;34.33;44958;45139;32.9;45167;19813.73;2022;14519
Arkhangelskaya oblast;21;45073;45078;44958;38.7;45077;27654.26;2022;14519
   v tom chisle:                   Nenetskiy avtonomnyy okrug;22;32.41;0;45141;45016;32.5;19295.65;2022;14519
Vologodskaya oblast;23;35.93;45139;45017;32.9;28;20894.18;2022;14519
Kaliningradskaya oblast;24;38.71;0.5;45047;37.2;44948;18129.82;2022;14519
Leningradskaya oblast;25;37.74;3;45108;32.9;45131;20765.67;2022;14519
Murmanskaya oblast;26;29.28;44929;2;34.7;45168;30722.11;2022;14519
Novgorodskaya oblast;27;35.09;45047;44958;36.6;45102;17791.53;2022;14519
Pskovskaya oblast;28;37.53;0.3;45078;37.6;45191;16645.62;2022;14519
g. Sankt-Peterburg;29;30.84;45019;45078;35.1;44955;29749.22;2022;14519
Respublika Adygeya;30;41.73;0.7;0.6;31.6;45041;16444.44;2022;14519
Respublika Kalmykiya;31;43.91;0.2;0.6;45167;45071;12939.74;2022;14519
Respublika Krym;32;45.23;45018;44986;45135;45038;14541.54;2022;14519
Krasnodarskiy kray;33;34.61;45048;44986;45077;44956;18714.12;2022;14519
Astrakhanskaya oblast;34;39.07;45047;45047;33;45193;18713.53;2022;14519
Volgogradskaya oblast;35;37.75;45047;44958;34.6;25;17247.23;2022;14519
Rostovskaya oblast;36;32.11;45019;45017;33.5;45106;17922.76;2022;14519
g. Sevastopol;37;47.6;45139;45018;45197;44976;21333.4;2022;14519
Respublika Dagestan;38;63.34;0.2;0.3;44944;18;13883.87;2022;14519
Respublika Ingushetiya;39;46.48;45142;0;34.2;45060;10924.79;2022;14519
Kabardino-Balkarskaya;40;41.36;0.5;0.3;33.5;45009;11263.03;2022;14519
Karachaevo-Cherkesskaya;41;32.02;0.6;0.2;39.3;45196;13519;2022;14519
Respublika Severnaya;42;34.99;0.8;0.4;42.9;45189;15488.5;2022;14519
Chechenskaya Respublika;43;40.38;0.5;0;38.5;45097;13250.02;2022;14519
Stavropolskiy kray;44;36.66;0.5;45078;45138;45075;15662.09;2022;14519
Respublika Bashkortostan;45;29.66;45049;44958;40.7;25;20623.85;2022;14519
Respublika Mariy El;46;35.4;45017;1;34.5;45134;14149.86;2022;14519
Respublika Mordoviya;47;43.15;44958;45017;45138;45068;14421.82;2022;14519
Respublika Tatarstan;48;28.65;44930;45078;41.6;24;19976.8;2022;14519
Udmurtskaya Respublika;49;31.82;44988;2;37.8;44951;17605.28;2022;14519
Chuvashskaya Respublika;50;39.67;45018;45078;45198;45072;12747.06;2022;14519
Permskiy kray;51;45045;45108;45078;42.3;25;20335.91;2022;14519
Kirovskaya oblast;52;32.32;45172;45108;35.3;45164;18057.08;2022;14519
Nizhegorodskaya oblast;53;33.33;45021;44986;36.5;45069;20933.04;2022;14519
Orenburgskaya oblast;54;35.47;2;44927;33.1;45074;15244.95;2022;14519
Penzenskaya oblast;55;36.59;0.3;45139;34.7;45103;15452.28;2022;14519
Samarskaya oblast;56;33.19;45018;45139;36.2;45042;18793.72;2022;14519
Saratovskaya oblast;57;42.16;45078;1;45042;45197;14357.45;2022;14519
Ulyanovskaya oblast;58;38.26;0.6;44986;45044;31.4;15488.21;2022;14519
Kurganskaya oblast;59;40.34;0.6;45078;37.2;45005;15602.18;2022;14519
Sverdlovskaya oblast;60;34.01;45050;45170;35.7;45192;20742.74;2022;14519
Tyumenskaya oblast;61;31.85;44958;45108;39.7;45071;26077.62;2022;14519
   v tom chisle:                     Khanty-Mansiyskiy ;62;27.61;45047;45170;40.1;45197;28794.38;2022;14519
Yamalo-Nenetskiy ;63;32.51;0.8;45139;39;45194;33912.11;2022;14519
Chelyabinskaya oblast;64;32.4;45109;44987;33.2;45045;18195.42;2022;14519
Respublika Altay;65;28.83;0.7;44958;47.7;45098;14008.17;2022;14519
Respublika Tyva;67;32.77;44959;1;38.7;45041;11892.18;2022;14519
Respublika Khakasiya;68;34.28;45139;45047;36.2;44983;16596.36;2022;14519
Altayskiy kray;69;38.77;0.9;44958;34.2;45193;13466.64;2022;14519
Krasnoyarskiy kray;71;45138;45048;44928;33.5;30.2;21680.17;2022;14519
Irkutskaya oblast;72;34.49;0.9;45047;37.5;45132;18769.64;2022;14519
Kemerovskaya oblast;73;34.45;0.6;45047;34.5;45197;15698.18;2022;14519
Novosibirskaya oblast;74;37.79;0.9;44928;37.4;45159;15408.75;2022;14519
Omskaya oblast;75;39.49;45018;45078;45168;45132;15734.95;2022;14519
Tomskaya oblast;76;31.32;44987;45078;37.2;45073;18554.46;2022;14519
Respublika Buryatiya;66;38.1;44986;0.9;33.5;44983;13165.56;2022;14519
Respublika Sakha (Yakutiya);77;34.02;44959;1;33.9;45197;23351.14;2022;14519
Zabaykalskiy kray;70;39.04;44958;45139;33.8;44981;17937.33;2022;14519
Kamchatskiy kray;78;32.48;44959;44959;32.7;45046;29300.72;2022;14519
Primorskiy kray;79;26.29;44960;44958;44.5;45162;28546.04;2022;14519
Khabarovskiy kray;80;28;45047;45078;38.6;30.2;24233.04;2022;14519
Amurskaya oblast;81;24.79;1;44927;47.1;26;20439.41;2022;14519
Magadanskaya oblast;82;32.88;45018;44958;45107;32.9;32713;2022;14519
Sakhalinskaya oblast;83;34.31;44987;45017;33.5;45074;24983.83;2022;14519
Evreyskaya avtonomnaya oblast;84;30.24;1;45109;38.6;45073;20184.95;2022;14519
Chukotskiy avtonomnyy okrug;85;41;0.5;3;44955;45042;25545.78;2022;14519
